Entity ID,Entity Name,Plant ID,Plant Name,Google Map,Bing Map,Plant State,County,Balancing Authority Code,Sector,Generator ID,Unit Code,Nameplate Capacity (MW),Net Summer Capacity (MW),Net Winter Capacity (MW),Technology,Energy Source Code,Prime Mover Code,Planned Operation Month,Planned Operation Year,Status,Latitude,Longitude
65444,"Erie Solar, LLC",66365,"Erie Solar, LLC",Map,Map,PA,Erie,PJM,IPP Non-CHP,ERIE,,20.0,20.0,20.0,Solar Photovoltaic,SUN,PV,2,2025,"(V) Under construction, more than 50 percent complete",42.013100,-80.307280
5624,"RED-Rochester, LLC",10025,"RED-Rochester, LLC",Map,Map,NY,Monroe,NYIS,Industrial CHP,49CTG,,42.0,36.0,42.0,Natural Gas Fired Combustion Turbine,NG,GT,3,2025,"(V) Under construction, more than 50 percent complete",43.198900,-77.631900
19524,University of California-LA,52073,UCLA So Campus Cogen Project,Map,Map,CA,Los Angeles,LDWP,Commercial CHP,GEN-A,CC1,16.4,13.5,14.2,Natural Gas Fired Combined Cycle,NG,CT,3,2025,"(V) Under construction, more than 50 percent complete",34.069200,-118.443900
12320,Merck & Co Inc,52148,Elkton,Map,Map,VA,Rockingham,PJM,Industrial CHP,GEN10,,2.0,2.0,2.0,Natural Gas Internal Combustion Engine,NG,IC,3,2025,"(U) Under construction, less than or equal to 50 percent complete",38.383600,-78.652800
13491,New York University,54808,New York University Central Plant,Map,Map,NY,New York,NYIS,Commercial CHP,DE1,,2.5,2.5,2.5,Petroleum Liquids,DFO,IC,3,2025,"(V) Under construction, more than 50 percent complete",40.789900,-73.923300
60798,69SV 8me LLC,61169,"Eland Solar & Storage Center, Phase 2 Hy",Map,Map,CA,Kern,LDWP,IPP Non-CHP,61169,,150.0,150.0,150.0,Batteries,MWH,BA,3,2025,"(V) Under construction, more than 50 percent complete",35.216700,-117.977000
60798,69SV 8me LLC,61169,"Eland Solar & Storage Center, Phase 2 Hy",Map,Map,CA,Kern,LDWP,IPP Non-CHP,69SV8,,200.0,200.0,200.0,Solar Photovoltaic,SUN,PV,3,2025,"(V) Under construction, more than 50 percent complete",35.216700,-117.977000
66926,Bullrock-NxtGenREA,62520,State Route 64N Community Solar Farm,Map,Map,NY,Ontario,NYIS,IPP Non-CHP,1089,,1.2,1.2,1.2,Solar Photovoltaic,SUN,PV,3,2025,"(V) Under construction, more than 50 percent complete",42.915000,-77.454000
66926,Bullrock-NxtGenREA,62523,Route 5 & 20 Community Solar Farm,Map,Map,NY,Ontario,NYIS,IPP Non-CHP,1093,,2.3,2.3,2.3,Solar Photovoltaic,SUN,PV,3,2025,"(V) Under construction, more than 50 percent complete",42.899000,-77.461000
62008,Hale Kuawehi Solar LLC,62529,Hale Kuawehi Solar Hybrid,Map,Map,HI,Hawaii,HECO,IPP Non-CHP,HKBA,,30.0,30.0,30.0,Batteries,MWH,BA,3,2025,"(V) Under construction, more than 50 percent complete",19.936688,-155.679300
62008,Hale Kuawehi Solar LLC,62529,Hale Kuawehi Solar Hybrid,Map,Map,HI,Hawaii,HECO,IPP Non-CHP,HKSOL,,30.0,30.0,30.0,Solar Photovoltaic,SUN,PV,3,2025,"(V) Under construction, more than 50 percent complete",19.936688,-155.679300
15399,Avangrid Power LLC,63508,Camino Solar Hybrid,Map,Map,CA,Kern,CISO,IPP Non-CHP,CSPV1,,44.0,44.0,44.0,Solar Photovoltaic,SUN,PV,3,2025,"(V) Under construction, more than 50 percent complete",34.930310,-118.443200
63395,"Spencer Solar Farm, LLC",63676,Spencer Solar,Map,Map,MA,Worcester,ISNE,IPP Non-CHP,SPENC,,2.3,2.3,2.3,Solar Photovoltaic,SUN,PV,3,2025,"(TS) Construction complete, but not yet in commercial operation",42.260723,-72.015600
63396,"Sturbridge Road Solar Farm, LLC",63677,Sturbridge Road Solar,Map,Map,MA,Worcester,ISNE,IPP Non-CHP,STURB,,5.0,5.0,5.0,Solar Photovoltaic,SUN,PV,3,2025,"(TS) Construction complete, but not yet in commercial operation",42.174611,-72.017860
49893,Invenergy Services LLC,63882,Samson Solar Energy II LLC,Map,Map,TX,Lamar,ERCO,IPP Non-CHP,GEN1,,200.0,200.0,200.0,Solar Photovoltaic,SUN,PV,3,2025,"(V) Under construction, more than 50 percent complete",33.251020,-95.193430
57313,Tesla Inc.,64098,Tesla Reno GigaFactory,Map,Map,NV,Storey,NEVP,Industrial Non-CHP,3,,1.0,1.0,1.0,Solar Photovoltaic,SUN,PV,3,2025,"(TS) Construction complete, but not yet in commercial operation",39.539511,-119.439200
56215,"RWE Renewables Americas, LLC",64202,"Big Star Solar, LLC (Hybrid)",Map,Map,TX,Bastrop,ERCO,IPP Non-CHP,BGSTB,,80.0,80.0,80.0,Batteries,MWH,BA,3,2025,"(V) Under construction, more than 50 percent complete",29.894053,-97.270540
56215,"RWE Renewables Americas, LLC",64202,"Big Star Solar, LLC (Hybrid)",Map,Map,TX,Bastrop,ERCO,IPP Non-CHP,BGSTS,,200.0,200.0,200.0,Solar Photovoltaic,SUN,PV,3,2025,"(V) Under construction, more than 50 percent complete",29.894053,-97.270540
56769,Consolidated Edison Development Inc.,64448,Wythe County Solar,Map,Map,VA,Wythe,PJM,IPP Non-CHP,GEN1,,75.0,75.0,75.0,Solar Photovoltaic,SUN,PV,3,2025,"(V) Under construction, more than 50 percent complete",36.876000,-80.837000
64904,AES Clean Energy,64452,Calhoun County Solar Project,Map,Map,MI,Calhoun,MISO,IPP Non-CHP,GEN1,,125.0,125.0,125.0,Solar Photovoltaic,SUN,PV,3,2025,"(V) Under construction, more than 50 percent complete",42.254000,-84.813000
20847,Wisconsin Electric Power Co,64534,Darien Solar,Map,Map,WI,Rock,MISO,Electric Utility,1,,250.0,250.0,250.0,Solar Photovoltaic,SUN,PV,3,2025,"(TS) Construction complete, but not yet in commercial operation",42.620000,-88.740000
64370,"IP Radian, LLC",64859,"IP Radian, LLC",Map,Map,TX,Brown,ERCO,IPP Non-CHP,RADBA,,160.0,160.0,160.0,Batteries,MWH,BA,3,2025,"(V) Under construction, more than 50 percent complete",31.548100,-99.187200
50123,"Leeward Asset Management, LLC",64864,Chaparral Springs,Map,Map,CA,Kern,CISO,IPP Non-CHP,CHAPB,,52.0,52.0,52.0,Batteries,MWH,BA,3,2025,"(V) Under construction, more than 50 percent complete",34.870764,-118.319500
50123,"Leeward Asset Management, LLC",64864,Chaparral Springs,Map,Map,CA,Kern,CISO,IPP Non-CHP,CHAPS,,102.0,102.0,102.0,Solar Photovoltaic,SUN,PV,3,2025,"(V) Under construction, more than 50 percent complete",34.870764,-118.319500
50123,"Leeward Asset Management, LLC",64864,Chaparral Springs,Map,Map,CA,Kern,CISO,IPP Non-CHP,GEN01,,72.0,72.0,72.0,Solar Photovoltaic,SUN,PV,3,2025,"(V) Under construction, more than 50 percent complete",34.870764,-118.319500
50123,"Leeward Asset Management, LLC",64864,Chaparral Springs,Map,Map,CA,Kern,CISO,IPP Non-CHP,WS3BA,,36.0,36.0,36.0,Batteries,MWH,BA,3,2025,"(V) Under construction, more than 50 percent complete",34.870764,-118.319500
58468,Dominion Renewable Energy,65320,Sebera Solar,Map,Map,VA,Prince George,PJM,Electric Utility,SEBE,,18.0,18.0,18.0,Solar Photovoltaic,SUN,PV,3,2025,"(V) Under construction, more than 50 percent complete",37.250000,-77.250000
50123,"Leeward Asset Management, LLC",65445,Ridgely Energy Farm,Map,Map,TN,Lake,TVA,IPP Non-CHP,RBESS,,50.0,50.0,50.0,Batteries,MWH,BA,3,2025,"(V) Under construction, more than 50 percent complete",36.306319,-89.462020
50123,"Leeward Asset Management, LLC",65445,Ridgely Energy Farm,Map,Map,TN,Lake,TVA,IPP Non-CHP,RIGPV,,254.0,254.0,254.0,Solar Photovoltaic,SUN,PV,3,2025,"(V) Under construction, more than 50 percent complete",36.306319,-89.462020
50123,"Leeward Asset Management, LLC",65591,AVEP BESS,Map,Map,CA,Kern,CISO,IPP Non-CHP,AVEPB,,126.0,126.0,126.0,Batteries,MWH,BA,3,2025,"(V) Under construction, more than 50 percent complete",34.878039,-118.347000
64937,Hecate Energy Desert Storage 1 LLC,65635,Hecate Energy Desert Storage 1 LLC,Map,Map,CA,Riverside,CISO,IPP Non-CHP,HEDS1,,10.0,10.0,10.0,Batteries,MWH,BA,3,2025,"(TS) Construction complete, but not yet in commercial operation",33.807900,-116.494000
64927,"IP Lumina II, LLC",65644,Lumina II Solar Project,Map,Map,TX,Scurry,ERCO,IPP Non-CHP,LU2BA,,160.0,160.0,160.0,Batteries,MWH,BA,3,2025,"(V) Under construction, more than 50 percent complete",32.883528,-100.746400
64924,"IP Lumina, LLC",65645,Lumina Solar Project,Map,Map,TX,Scurry,ERCO,IPP Non-CHP,LU1BA,,160.0,160.0,160.0,Batteries,MWH,BA,3,2025,"(TS) Construction complete, but not yet in commercial operation",32.901081,-100.982700
64978,Hecate Grid Carris Storage 1 LLC,65733,Carris Storage I,Map,Map,CA,Riverside,CISO,IPP Non-CHP,HECAR,,10.0,10.0,10.0,Batteries,MWH,BA,3,2025,"(TS) Construction complete, but not yet in commercial operation",33.807900,-116.494000
56769,Consolidated Edison Development Inc.,65892,Timberland Solar,Map,Map,GA,Oglethorpe,SEPA,IPP Non-CHP,TSPV,,140.0,140.0,140.0,Solar Photovoltaic,SUN,PV,3,2025,"(V) Under construction, more than 50 percent complete",33.964323,-82.815840
60531,Standard Solar,66121,"HCE Red House Solar, LLC",Map,Map,VA,Charlotte,PJM,IPP Non-CHP,REDHS,,5.0,5.0,5.0,Solar Photovoltaic,SUN,PV,3,2025,"(V) Under construction, more than 50 percent complete",37.183780,-78.814150
63235,Brookfield Renewable Trading and Marketing LP,66167,AM Wind Repower LLC,Map,Map,CA,Riverside,CISO,IPP Non-CHP,63235,,27.0,27.0,27.0,Onshore Wind Turbine,WND,WT,3,2025,"(TS) Construction complete, but not yet in commercial operation",33.943741,-116.661500
9191,Idaho Power Co,66325,Hemmingway BESS,Map,Map,ID,Owyhee,IPCO,Electric Utility,1,,80.0,80.0,80.0,Batteries,MWH,BA,3,2025,"(TS) Construction complete, but not yet in commercial operation",43.351510,-116.662100
9191,Idaho Power Co,66325,Hemmingway BESS,Map,Map,ID,Owyhee,IPCO,Electric Utility,HGWP2,,36.0,36.0,36.0,Batteries,MWH,BA,3,2025,"(TS) Construction complete, but not yet in commercial operation",43.351510,-116.662100
9191,Idaho Power Co,66326,Black Mesa BESS,Map,Map,ID,Elmore,IPCO,Electric Utility,1,,40.0,40.0,40.0,Batteries,MWH,BA,3,2025,"(TS) Construction complete, but not yet in commercial operation",42.908446,-115.181300
9191,Idaho Power Co,66327,Elmore BESS,Map,Map,ID,Elmore,IPCO,Electric Utility,1,,4.0,4.0,4.0,Batteries,MWH,BA,3,2025,"(TS) Construction complete, but not yet in commercial operation",43.177560,-115.716700
9191,Idaho Power Co,66328,Filer BESS,Map,Map,ID,Twin Falls,IPCO,Electric Utility,1,,2.0,2.0,2.0,Batteries,MWH,BA,3,2025,"(TS) Construction complete, but not yet in commercial operation",42.571560,-114.595100
9191,Idaho Power Co,66329,Melba BESS,Map,Map,ID,Canyon,IPCO,Electric Utility,1,,2.0,2.0,2.0,Batteries,MWH,BA,3,2025,"(TS) Construction complete, but not yet in commercial operation",43.372252,-116.560900
9191,Idaho Power Co,66330,Weiser BESS,Map,Map,ID,Washington,IPCO,Electric Utility,1,,3.0,3.0,3.0,Batteries,MWH,BA,3,2025,"(TS) Construction complete, but not yet in commercial operation",44.247530,-116.985300
65676,"Long Lake Solar, LLC",66649,"Long Lake Solar, LLC",Map,Map,AR,Phillips,MISO,IPP Non-CHP,LLS,,200.0,200.0,200.0,Solar Photovoltaic,SUN,PV,3,2025,"(TS) Construction complete, but not yet in commercial operation",34.468646,-90.615110
65678,Malaga BESS LLC,66659,Acid BESS,Map,Map,CA,Fresno,CISO,IPP Non-CHP,MAL,,97.0,97.0,97.0,Batteries,MWH,BA,3,2025,"(TS) Construction complete, but not yet in commercial operation",36.690500,-119.740400
66217,Copia Power,66670,Harquahala Sun Solar Project,Map,Map,AZ,Maricopa,AZPS,IPP Non-CHP,HARQ1,,150.0,150.0,150.0,Solar Photovoltaic,SUN,PV,3,2025,"(U) Under construction, less than or equal to 50 percent complete",33.440650,-113.135200
60025,Greenbacker Renewable Energy Corporation,66735,Kosa,Map,Map,NY,Allegany,NYIS,IPP Non-CHP,783,,1.5,1.5,1.5,Solar Photovoltaic,SUN,PV,3,2025,"(V) Under construction, more than 50 percent complete",42.068818,-77.807420
50123,"Leeward Asset Management, LLC",66775,Morrow Lake Solar,Map,Map,TX,Frio,ERCO,IPP Non-CHP,MLPV,,200.0,200.0,200.0,Solar Photovoltaic,SUN,PV,3,2025,"(TS) Construction complete, but not yet in commercial operation",28.947973,-99.067190
64872,"Distributed Solar Development, LLC",66813,Caesar's Atlantic City - POI 1 (Colosseu,Map,Map,NJ,Atlantic,PJM,IPP Non-CHP,P5377,,1.4,1.4,1.4,Solar Photovoltaic,SUN,PV,3,2025,"(V) Under construction, more than 50 percent complete",39.355676,-74.435520
65799,"Enel Green Power Estonian Solar Project, LLC",66872,"Estonian Solar Project, LLC",Map,Map,TX,Delta,ERCO,IPP Non-CHP,SOLAR,,204.5,204.5,204.5,Solar Photovoltaic,SUN,PV,3,2025,"(TS) Construction complete, but not yet in commercial operation",33.457143,-95.667900
9273,AES Indiana,66881,Pike County Energy Storage,Map,Map,IN,Pike,MISO,Electric Utility,BAT2,,200.0,200.0,200.0,Batteries,MWH,BA,3,2025,"(TS) Construction complete, but not yet in commercial operation",38.523278,-87.249450
65813,"CES Electron Farm One, LLC",66892,Conflitti Solar,Map,Map,CA,Fresno,CISO,IPP Non-CHP,CNFTI,,4.4,4.4,4.4,Solar Photovoltaic,SUN,PV,3,2025,"(U) Under construction, less than or equal to 50 percent complete",36.628100,-120.570800
65829,"Hill Solar 1, LLC",66912,"Hill Solar 1, LLC",Map,Map,TX,Hill,ERCO,IPP Non-CHP,HS1,,405.0,405.0,405.0,Solar Photovoltaic,SUN,PV,3,2025,"(V) Under construction, more than 50 percent complete",32.139000,-97.060000
65959,"SL Sherman II, LLC",67035,NY SHERMAN 191 W MAIN ST - SL 2,Map,Map,NY,Chautauqua,NYIS,IPP Non-CHP,21109,,5.0,5.0,5.0,Solar Photovoltaic,SUN,PV,3,2025,"(TS) Construction complete, but not yet in commercial operation",42.156051,-79.601610
65946,"Quartz Solar, LLC",67038,"Quartz Solar, LLC",Map,Map,AR,Cross,MISO,IPP Non-CHP,QRTZ,,135.0,135.0,135.0,Solar Photovoltaic,SUN,PV,3,2025,"(V) Under construction, more than 50 percent complete",35.208510,-90.791200
65947,"Northern Orchard Solar PV, LLC",67039,"Northern Orchard Solar PV, LLC",Map,Map,CA,Kern,CISO,IPP Non-CHP,NOBAT,,92.0,92.0,92.0,Batteries,MWH,BA,3,2025,"(V) Under construction, more than 50 percent complete",35.120183,-119.279000
66021,"SR Albany, LLC",67126,"SR Albany, LLC",Map,Map,TN,Greene,TVA,IPP Non-CHP,ALBNY,,4.3,4.3,4.3,Solar Photovoltaic,SUN,PV,3,2025,"(V) Under construction, more than 50 percent complete",36.243794,-82.909360
66014,"DG Kendall, LLC",67141,Kendall DG Solar,Map,Map,NY,Orleans,NYIS,IPP Non-CHP,KEN,,5.0,5.0,5.0,Solar Photovoltaic,SUN,PV,3,2025,"(V) Under construction, more than 50 percent complete",43.328613,-78.070820
60025,Greenbacker Renewable Energy Corporation,67152,N Baker Road 2,Map,Map,IL,Stephenson,PJM,IPP Non-CHP,680,,2.0,2.0,2.0,Solar Photovoltaic,SUN,PV,3,2025,"(V) Under construction, more than 50 percent complete",42.435916,-89.904730
60025,Greenbacker Renewable Energy Corporation,67153,N Baker Road,Map,Map,IL,Stephenson,PJM,IPP Non-CHP,679,,2.0,2.0,2.0,Solar Photovoltaic,SUN,PV,3,2025,"(V) Under construction, more than 50 percent complete",42.435913,-89.903520
66094,"Pleasant Valley Solar, LLC",67211,Matrix Pleasant Valley,Map,Map,ID,Ada,IPCO,IPP Non-CHP,MRPV,,200.0,200.0,200.0,Solar Photovoltaic,SUN,PV,3,2025,"(V) Under construction, more than 50 percent complete",43.303610,-115.989300
66078,"Sunny Rock Solar, LLC",67217,"Sunny Rock Solar, LLC",Map,Map,VA,Henry,PJM,IPP Non-CHP,ENX23,,20.0,20.0,20.0,Solar Photovoltaic,SUN,PV,3,2025,"(V) Under construction, more than 50 percent complete",36.608705,-79.879880
66144,"Camino Ramon BR 2600 Solar Project 2020, LLC",67278,Bishop Ranch - BR 2600,Map,Map,CA,Contra Costa,CISO,IPP Non-CHP,4146B,,1.1,1.1,1.1,Batteries,MWH,BA,3,2025,"(U) Under construction, less than or equal to 50 percent complete",37.766308,-121.961700
66144,"Camino Ramon BR 2600 Solar Project 2020, LLC",67278,Bishop Ranch - BR 2600,Map,Map,CA,Contra Costa,CISO,IPP Non-CHP,4146C,,0.5,0.5,0.5,Solar Photovoltaic,SUN,PV,3,2025,"(U) Under construction, less than or equal to 50 percent complete",37.766308,-121.961700
66144,"Camino Ramon BR 2600 Solar Project 2020, LLC",67278,Bishop Ranch - BR 2600,Map,Map,CA,Contra Costa,CISO,IPP Non-CHP,4147R,,1.2,1.2,1.2,Solar Photovoltaic,SUN,PV,3,2025,"(U) Under construction, less than or equal to 50 percent complete",37.766308,-121.961700
66145,"Highland Ave Solar 1, LLC",67279,Borrego - Highland Ave,Map,Map,MA,Bristol,ISNE,IPP Non-CHP,6572,,5.0,5.0,5.0,Solar Photovoltaic,SUN,PV,3,2025,"(U) Under construction, less than or equal to 50 percent complete",41.661525,-71.059980
66145,"Highland Ave Solar 1, LLC",67279,Borrego - Highland Ave,Map,Map,MA,Bristol,ISNE,IPP Non-CHP,6572B,,5.0,5.0,5.0,Batteries,MWH,BA,3,2025,"(U) Under construction, less than or equal to 50 percent complete",41.661525,-71.059980
66146,"Ruggirello Solar, LLC",67280,FFP - NY Ruggirello,Map,Map,NY,Orange,NYIS,IPP Non-CHP,P5649,,2.0,2.0,2.0,Solar Photovoltaic,SUN,PV,3,2025,"(V) Under construction, more than 50 percent complete",41.564307,-74.139990
66124,"Dos Palos Clean Power, LLC",67287,Dos Palos Clean Power,Map,Map,CA,Merced,CISO,IPP Non-CHP,DOSP,,3.0,3.0,3.0,Solar Photovoltaic,SUN,PV,3,2025,"(TS) Construction complete, but not yet in commercial operation",37.002643,-120.638200
66152,"Sun Streams Expansion, LLC",67291,Sun Streams 4,Map,Map,AZ,Maricopa,AZPS,IPP Non-CHP,GEN01,,300.0,300.0,300.0,Solar Photovoltaic,SUN,PV,3,2025,"(V) Under construction, more than 50 percent complete",33.361282,-112.780100
66152,"Sun Streams Expansion, LLC",67291,Sun Streams 4,Map,Map,AZ,Maricopa,AZPS,IPP Non-CHP,GEN02,,300.0,300.0,300.0,Batteries,MWH,BA,3,2025,"(V) Under construction, more than 50 percent complete",33.361282,-112.780100
61944,MN8 Energy LLC,67299,Pome BESS,Map,Map,CA,San Diego,CISO,IPP Non-CHP,10101,,100.0,100.0,100.0,Batteries,MWH,BA,3,2025,"(U) Under construction, less than or equal to 50 percent complete",32.940050,-117.031900
18315,Sunflower Electric Power Corp,67320,Russell,Map,Map,KS,Russell,SWPP,Electric Utility,1,,20.0,20.0,16.5,Solar Photovoltaic,SUN,PV,3,2025,"(TS) Construction complete, but not yet in commercial operation",38.893806,-98.794190
49893,Invenergy Services LLC,67321,Yuma Solar + Storage,Map,Map,AZ,Yuma,AZPS,IPP Non-CHP,BESS1,,67.0,67.0,67.0,Batteries,MWH,BA,3,2025,"(V) Under construction, more than 50 percent complete",32.642434,-114.429200
49893,Invenergy Services LLC,67321,Yuma Solar + Storage,Map,Map,AZ,Yuma,AZPS,IPP Non-CHP,PV1,,70.0,70.0,70.0,Solar Photovoltaic,SUN,PV,3,2025,"(V) Under construction, more than 50 percent complete",32.642434,-114.429200
64904,AES Clean Energy,67323,High Mesa CO,Map,Map,CO,Garfield,PSCO,IPP Non-CHP,HMESS,,11.2,10.0,10.0,Batteries,MWH,BA,3,2025,"(V) Under construction, more than 50 percent complete",39.395900,-108.073300
64904,AES Clean Energy,67323,High Mesa CO,Map,Map,CO,Garfield,PSCO,IPP Non-CHP,HMSCO,,11.2,10.0,10.0,Solar Photovoltaic,SUN,PV,3,2025,"(V) Under construction, more than 50 percent complete",39.395900,-108.073300
64904,AES Clean Energy,67412,Geer Road Solar 2,Map,Map,NY,Washington,NYIS,IPP Non-CHP,GEER2,,5.0,5.0,5.0,Solar Photovoltaic,SUN,PV,3,2025,"(V) Under construction, more than 50 percent complete",43.360000,-73.563000
64904,AES Clean Energy,67418,Geer Road Solar 1,Map,Map,NY,Washington,NYIS,IPP Non-CHP,GEER1,,5.0,5.0,5.0,Solar Photovoltaic,SUN,PV,3,2025,"(V) Under construction, more than 50 percent complete",43.356000,-73.566000
20856,Wisconsin Power & Light Co,67539,Nortera Customer Hosted Solar,Map,Map,WI,Fond du Lac,MISO,Electric Utility,PV1,,1.6,1.6,1.6,Solar Photovoltaic,SUN,PV,3,2025,"(V) Under construction, more than 50 percent complete",43.736243,-88.862040
64516,"Azimuth 180 Solar Electric, LLC",67583,DC Water,Map,Map,DC,District of Columbia,PJM,IPP Non-CHP,DCWAT,,1.3,1.3,1.3,Solar Photovoltaic,SUN,PV,3,2025,"(V) Under construction, more than 50 percent complete",38.910000,-76.990000
64516,"Azimuth 180 Solar Electric, LLC",67584,Oneida East,Map,Map,NY,Oneida,NYIS,IPP Non-CHP,ONEID,,4.8,4.8,4.8,Solar Photovoltaic,SUN,PV,3,2025,"(V) Under construction, more than 50 percent complete",43.190000,-75.210000
66300,NY CDG Genesee 1 LLC,67609,NY ELBA 7195 OAK ORCHARD RD - Genesee 1,Map,Map,NY,Genesee,NYIS,IPP Non-CHP,21599,,5.0,5.0,5.0,Solar Photovoltaic,SUN,PV,3,2025,"(U) Under construction, less than or equal to 50 percent complete",43.064414,-78.184560
66305,"Rio Vista Executive Boat & RV Storage, LLC",67648,Rio Vista Solar,Map,Map,CA,Solano,CISO,Commercial Non-CHP,30200,,2.7,2.7,2.7,Solar Photovoltaic,SUN,PV,3,2025,"(TS) Construction complete, but not yet in commercial operation",38.164920,-121.684700
56215,"RWE Renewables Americas, LLC",67701,Ashwood Solar I,Map,Map,KY,Lyon,LGEE,IPP Non-CHP,AS1,,86.0,86.0,86.0,Solar Photovoltaic,SUN,PV,3,2025,"(V) Under construction, more than 50 percent complete",37.023430,-88.080520
20856,Wisconsin Power & Light Co,67704,Rock County Customer Hosted Solar,Map,Map,WI,Rock,MISO,Electric Utility,PV1,,1.4,1.4,1.4,Solar Photovoltaic,SUN,PV,3,2025,"(V) Under construction, more than 50 percent complete",42.723170,-89.022710
20856,Wisconsin Power & Light Co,67705,Janesville Community Solar,Map,Map,WI,Rock,MISO,Electric Utility,PV1,,2.2,2.2,2.2,Solar Photovoltaic,SUN,PV,3,2025,"(V) Under construction, more than 50 percent complete",42.723717,-89.022710
20847,Wisconsin Electric Power Co,67727,"Caledonia Solar WI, LLC",Map,Map,WI,Racine,MISO,Electric Utility,20241,,6.0,6.0,6.0,Solar Photovoltaic,SUN,PV,3,2025,"(TS) Construction complete, but not yet in commercial operation",42.797719,-87.965060
5109,DTE Electric Company,67757,Polaris Solar Park,Map,Map,MI,Gratiot,MISO,Electric Utility,PLRSP,,100.0,100.0,100.0,Solar Photovoltaic,SUN,PV,3,2025,"(TS) Construction complete, but not yet in commercial operation",43.207524,-84.529120
14354,PacifiCorp,67769,Rock Creek Wind,Map,Map,WY,Carbon,PACE,Electric Utility,I,,190.0,190.0,190.0,Onshore Wind Turbine,WND,WT,3,2025,"(TS) Construction complete, but not yet in commercial operation",41.582630,-106.077300
66367,"Pittsburg RV & Boat Storage, LLC",67770,Pittsburg RV Solar,Map,Map,CA,Contra Costa,CISO,Commercial Non-CHP,30200,,2.8,2.9,2.9,Solar Photovoltaic,SUN,PV,3,2025,"(V) Under construction, more than 50 percent complete",38.011550,-121.845300
66396,"Solar Powered Ag, LLC",67818,Corcoran Irrigation District Floating So,Map,Map,CA,Kings,CISO,IPP Non-CHP,CIDFL,,3.1,3.1,3.1,Solar Photovoltaic,SUN,PV,3,2025,"(TS) Construction complete, but not yet in commercial operation",36.138287,-119.564300
66418,SBESS TX5 LLC,67845,Junction BESS,Map,Map,TX,Kimble,ERCO,IPP Non-CHP,JUTX5,,9.9,9.9,9.9,Batteries,MWH,BA,3,2025,"(TS) Construction complete, but not yet in commercial operation",30.516525,-99.767640
64904,AES Clean Energy,67855,Westwing,Map,Map,AZ,Maricopa,AZPS,IPP Non-CHP,WEST2,,118.0,118.0,118.0,Batteries,MWH,BA,3,2025,"(V) Under construction, more than 50 percent complete",33.713100,-112.324200
66431,Liberty 1 Solar LLC,67867,Liberty Hybrid Solar and Storage Project,Map,Map,TX,Harris,ERCO,IPP Non-CHP,LIB1,,67.2,67.2,67.2,Solar Photovoltaic,SUN,PV,3,2025,"(V) Under construction, more than 50 percent complete",30.009659,-95.040830
66431,Liberty 1 Solar LLC,67867,Liberty Hybrid Solar and Storage Project,Map,Map,TX,Harris,ERCO,IPP Non-CHP,LIB2,,65.0,65.0,65.0,Batteries,MWH,BA,3,2025,"(V) Under construction, more than 50 percent complete",30.009659,-95.040830
5109,DTE Electric Company,67941,Pine River Solar Park,Map,Map,MI,Gratiot,MISO,Electric Utility,PNRSP,,80.0,80.0,80.0,Solar Photovoltaic,SUN,PV,3,2025,"(TS) Construction complete, but not yet in commercial operation",43.431156,-84.683560
64904,AES Clean Energy,67975,AES Baird Solar CSG,Map,Map,NY,Orleans,NYIS,IPP Non-CHP,BAIRD,,4.5,4.4,1.8,Solar Photovoltaic,SUN,PV,3,2025,"(V) Under construction, more than 50 percent complete",43.201203,-78.194520
66528,Brookhaven 1,67979,Brookhaven Landfill Solar Farm 1,Map,Map,NY,Suffolk,NYIS,IPP Non-CHP,BROOK,,5.0,5.0,5.0,Solar Photovoltaic,SUN,PV,3,2025,"(TS) Construction complete, but not yet in commercial operation",40.799699,-72.923960
58135,Ecos Energy LLC,68116,Benz Solar 1,Map,Map,CT,New Haven,ISNE,IPP Non-CHP,BENZ1,,1.0,1.0,1.0,Solar Photovoltaic,SUN,PV,3,2025,"(U) Under construction, less than or equal to 50 percent complete",41.342637,-73.061500
58135,Ecos Energy LLC,68117,Benz Solar 2,Map,Map,CT,New Haven,ISNE,IPP Non-CHP,BENZ2,,1.0,1.0,1.0,Solar Photovoltaic,SUN,PV,3,2025,"(U) Under construction, less than or equal to 50 percent complete",41.343570,-73.060770
65869,Prologis Logistics Services Incorporated,68131,Des Plaines 7-SLCHI819,Map,Map,IL,Cook,PJM,IPP Non-CHP,CH819,,1.4,1.4,1.4,Solar Photovoltaic,SUN,PV,3,2025,"(V) Under construction, more than 50 percent complete",42.018195,-87.929600
66643,Trousdale Solar I,68188,Trousdale Solar I,Map,Map,NY,Genesee,NYIS,IPP Non-CHP,TROU1,,5.0,5.0,5.0,Solar Photovoltaic,SUN,PV,3,2025,"(V) Under construction, more than 50 percent complete",42.970000,-78.147000
66644,"Trousdale Solar II, LLC",68190,Trousdale Solar II,Map,Map,NY,Genesee,NYIS,IPP Non-CHP,TROU1,,5.0,5.0,5.0,Solar Photovoltaic,SUN,PV,3,2025,"(V) Under construction, more than 50 percent complete",42.966000,-78.141000
66633,"Wheatsborough Solar, LLC",68199,Wheatsborough Solar,Map,Map,OH,Erie,PJM,IPP Non-CHP,WHEAT,,125.0,125.0,125.0,Solar Photovoltaic,SUN,PV,3,2025,"(TS) Construction complete, but not yet in commercial operation",41.338230,-82.826490
